0.0000e+00  1.4462e+09
4.4236e-02	1.4462e+09
4.5049e-02	1.4439e+09
4.7652e-02	1.4375e+09
5.4322e-02	1.4186e+09
6.9053e-02	1.3752e+09
6.9180e-02	1.3752e+09
6.9741e-02	1.3733e+09
7.0498e-02	1.3712e+09
7.2493e-02	1.3653e+09
7.4903e-02	1.3584e+09
7.9167e-02	1.3461e+09
8.3749e-02	1.3334e+09
9.0288e-02	1.3156e+09
9.8313e-02	1.2942e+09
1.0776e-01	1.2701e+09
1.1910e-01	1.2427e+09
1.3265e-01	1.2118e+09
1.4748e-01	1.1803e+09
1.6415e-01	1.1488e+09
1.8128e-01	1.1190e+09
1.9914e-01	1.0921e+09
2.1676e-01	1.0699e+09
2.3519e-01	1.0515e+09
2.5258e-01	1.0384e+09
2.6898e-01	1.0308e+09
2.6909e-01	1.0309e+09
3.0006e-01	1.0290e+09
3.2813e-01	1.0444e+09
3.5484e-01	1.0740e+09
3.7994e-01	1.1165e+09
4.0458e-01	1.1719e+09
4.2830e-01	1.2387e+09
4.5191e-01	1.3169e+09
4.7565e-01	1.4067e+09
4.9989e-01	1.5107e+09
5.2464e-01	1.6267e+09
5.5052e-01	1.7591e+09
5.7701e-01	1.9044e+09
6.0503e-01	2.0693e+09
6.3404e-01	2.2510e+09
6.6426e-01	2.4532e+09
6.9592e-01	2.6775e+09
7.3004e-01	2.9307e+09
7.6511e-01	3.2061e+09
8.0175e-01	3.5079e+09
8.0239e-01	3.5120e+09
8.0974e-01	3.5761e+09
8.3267e-01	3.7720e+09
8.6878e-01	4.0918e+09
9.1759e-01	4.5416e+09
9.6872e-01	5.0326e+09
9.7983e-01	5.1416e+09
1.0111e+00	5.4546e+09
1.0616e+00	5.9696e+09
1.1260e+00	6.6544e+09
1.2054e+00	7.5282e+09
1.2949e+00	8.5561e+09
1.3924e+00	9.7226e+09
1.4981e+00	1.1041e+10
1.6062e+00	1.2443e+10
1.7197e+00	1.3970e+10
1.7610e+00	1.4537e+10
1.7927e+00	1.4979e+10
1.8804e+00	1.6225e+10
2.0132e+00	1.8175e+10
2.1651e+00	2.0514e+10
2.1705e+00	2.0592e+10
2.1943e+00	2.0966e+10
2.2573e+00	2.1972e+10
2.3453e+00	2.3416e+10
2.4609e+00	2.5372e+10
2.5980e+00	2.7781e+10
2.7365e+00	3.0313e+10
2.8863e+00	3.3171e+10
3.0488e+00	3.6380e+10
3.2219e+00	3.9934e+10
3.4047e+00	4.3856e+10
3.5838e+00	4.7836e+10
3.7777e+00	5.2277e+10
3.9822e+00	5.7105e+10
4.1818e+00	6.1955e+10
4.3774e+00	6.6839e+10
4.5704e+00	7.1789e+10
4.7491e+00	7.6384e+10
4.9172e+00	8.0762e+10
5.0543e+00	8.4429e+10
5.0795e+00	8.5032e+10
5.1130e+00	8.5929e+10
5.1425e+00	8.6718e+10
5.1779e+00	8.7663e+10
5.2119e+00	8.8573e+10
5.2431e+00	8.9410e+10
5.2712e+00	9.0162e+10
5.3018e+00	9.0987e+10
5.3343e+00	9.1867e+10
5.3595e+00	9.2541e+10
5.3907e+00	9.3384e+10
5.4153e+00	9.4047e+10
5.4419e+00	9.4763e+10
5.4701e+00	9.5528e+10
5.4949e+00	9.6203e+10
5.5239e+00	9.6985e+10
5.5467e+00	9.7600e+10
5.5754e+00	9.8377e+10
5.6006e+00	9.9051e+10
5.6254e+00	9.9731e+10
5.6469e+00	1.0031e+11
5.6745e+00	1.0105e+11
5.6948e+00	1.0160e+11
5.7164e+00	1.0220e+11
5.7411e+00	1.0286e+11
5.7660e+00	1.0353e+11
5.7880e+00	1.0412e+11
5.8085e+00	1.0468e+11
5.8275e+00	1.0519e+11
5.8508e+00	1.0582e+11
5.8748e+00	1.0647e+11
5.8920e+00	1.0694e+11
5.9166e+00	1.0760e+11
5.9363e+00	1.0813e+11
5.9554e+00	1.0865e+11
5.9709e+00	1.0906e+11
5.9996e+00	1.0983e+11
6.0180e+00	1.1033e+11
6.0396e+00	1.1091e+11
6.0507e+00	1.1120e+11
6.0583e+00	1.1141e+11
6.1215e+00	1.1308e+11
6.1860e+00	1.1481e+11
6.2414e+00	1.1627e+11
6.2914e+00	1.1758e+11
6.3373e+00	1.1879e+11
6.3821e+00	1.1994e+11
6.4246e+00	1.2105e+11
6.4672e+00	1.2214e+11
6.5029e+00	1.2304e+11
6.5187e+00	1.2344e+11
6.5219e+00	1.2353e+11
6.5266e+00	1.2364e+11
6.5574e+00	1.2442e+11
6.6002e+00	1.2549e+11
6.6031e+00	1.2557e+11
6.6473e+00	1.2666e+11
6.6972e+00	1.2788e+11
6.7417e+00	1.2896e+11
6.7916e+00	1.3015e+11
6.8386e+00	1.3125e+11
6.8878e+00	1.3241e+11
6.9367e+00	1.3353e+11
6.9916e+00	1.3478e+11
7.0442e+00	1.3594e+11
7.0998e+00	1.3720e+11
7.1526e+00	1.3833e+11
7.2087e+00	1.3951e+11
7.2685e+00	1.4077e+11
7.3348e+00	1.4215e+11
7.3939e+00	1.4331e+11
7.4605e+00	1.4465e+11
7.5291e+00	1.4597e+11
7.6005e+00	1.4734e+11
7.6771e+00	1.4873e+11
7.7577e+00	1.5022e+11
7.8436e+00	1.5180e+11
7.9291e+00	1.5329e+11
8.0175e+00	1.5475e+11
8.1125e+00	1.5635e+11
8.2140e+00	1.5798e+11
8.3198e+00	1.5963e+11
8.4334e+00	1.6136e+11
8.5566e+00	1.6321e+11
8.6863e+00	1.6510e+11
8.8182e+00	1.6690e+11
8.9638e+00	1.6886e+11
9.1161e+00	1.7078e+11
9.2726e+00	1.7271e+11
9.4445e+00	1.7475e+11
9.6323e+00	1.7689e+11
9.8214e+00	1.7889e+11
1.0032e+01	1.8103e+11
1.0251e+01	1.8319e+11
1.0491e+01	1.8537e+11
1.0742e+01	1.8753e+11
1.1018e+01	1.8970e+11
1.1319e+01	1.9211e+11
1.1640e+01	1.9440e+11
1.1981e+01	1.9668e+11
1.2347e+01	1.9897e+11
1.2754e+01	2.0130e+11
1.3186e+01	2.0359e+11
1.3684e+01	2.0613e+11
1.4155e+01	2.1204e+11
1.4184e+01	2.0828e+11
1.4187e+01	2.1217e+11
1.4190e+01	2.0839e+11
1.4306e+01	2.1279e+11
1.4489e+01	2.1373e+11
1.4746e+01	2.1500e+11
1.5081e+01	2.1653e+11
1.5494e+01	2.1838e+11
1.5990e+01	2.2033e+11
1.6105e+01	2.1560e+11
1.6586e+01	2.2266e+11
1.7256e+01	2.2498e+11
1.8023e+01	2.2737e+11
1.8145e+01	2.2161e+11
1.8877e+01	2.2991e+11
1.9838e+01	2.3245e+11
2.0352e+01	2.2670e+11
2.0963e+01	2.3516e+11
2.2160e+01	2.3769e+11
2.2673e+01	2.3103e+11
2.3505e+01	2.4024e+11
2.4957e+01	2.4273e+11
2.5159e+01	2.3497e+11
2.6538e+01	2.4516e+11
2.7714e+01	2.3829e+11
2.8263e+01	2.4747e+11
3.0418e+01	2.4128e+11
