0.0000e+00	0.0000e+00
4.5624e+00	0.0000e+00
4.6224e+00	4.5371e+01
4.6225e+00	3.0015e+01
4.6409e+00	1.5480e+01
4.6549e+00	8.2623e+00
4.7085e+00	1.9078e+01
4.7491e+00	1.1297e+02
4.9172e+00	2.4207e+02
5.0543e+00	7.3794e+02
5.0795e+00	5.7451e+02
5.1130e+00	7.0627e+02
5.1425e+00	9.5113e+02
5.1779e+00	1.2453e+03
5.2119e+00	1.5916e+03
5.2431e+00	2.2275e+03
5.2712e+00	2.7084e+03
5.3018e+00	3.8038e+03
5.3343e+00	5.1283e+03
5.3595e+00	6.0624e+03
5.3907e+00	7.1078e+03
5.4153e+00	9.8834e+03
5.4419e+00	1.2265e+04
5.4701e+00	1.4398e+04
5.4949e+00	1.8426e+04
5.5239e+00	2.2133e+04
5.5467e+00	2.7684e+04
5.5754e+00	3.3182e+04
5.6006e+00	4.0532e+04
5.6254e+00	4.8918e+04
5.6469e+00	6.1395e+04
5.6745e+00	7.0765e+04
5.6948e+00	8.5995e+04
5.7164e+00	9.9521e+04
5.7411e+00	1.1877e+05
5.7660e+00	1.4173e+05
5.7880e+00	1.6890e+05
5.8085e+00	1.9336e+05
5.8275e+00	2.2445e+05
5.8508e+00	2.6071e+05
5.8748e+00	3.0594e+05
5.8920e+00	3.5327e+05
5.9166e+00	4.0978e+05
5.9363e+00	4.6894e+05
5.9554e+00	5.4381e+05
5.9709e+00	6.1353e+05
5.9996e+00	6.9440e+05
6.0180e+00	7.9630e+05
6.0396e+00	8.9717e+05
6.0507e+00	1.0076e+06
6.0583e+00	1.0204e+06
6.0888e+00	1.2320e+06
6.1215e+00	1.5163e+06
6.1572e+00	1.8098e+06
6.1860e+00	2.1504e+06
6.2117e+00	2.5148e+06
6.2414e+00	2.9401e+06
6.2633e+00	3.3934e+06
6.2914e+00	3.8834e+06
6.3178e+00	4.4008e+06
6.3373e+00	4.9976e+06
6.3627e+00	5.5199e+06
6.3821e+00	6.1636e+06
6.4058e+00	6.8639e+06
6.4246e+00	7.5703e+06
6.4478e+00	8.3273e+06
6.4672e+00	9.0813e+06
6.4840e+00	9.9382e+06
6.5029e+00	1.0803e+07
6.5187e+00	1.1728e+07
6.5219e+00	1.1734e+07
6.5266e+00	1.2204e+07
6.5574e+00	1.3757e+07
6.6002e+00	1.6545e+07
6.6031e+00	1.6496e+07
6.6473e+00	1.9959e+07
6.6972e+00	2.4140e+07
6.7417e+00	2.8735e+07
6.7916e+00	3.4129e+07
6.8386e+00	4.0480e+07
6.8878e+00	4.7555e+07
6.9367e+00	5.5782e+07
6.9916e+00	6.5032e+07
7.0442e+00	7.6095e+07
7.0998e+00	8.7657e+07
7.1526e+00	1.0131e+08
7.2087e+00	1.1679e+08
7.2685e+00	1.3413e+08
7.3348e+00	1.5397e+08
7.3939e+00	1.7609e+08
7.4605e+00	2.0048e+08
7.5291e+00	2.2864e+08
7.6005e+00	2.5831e+08
7.6771e+00	2.9587e+08
7.7577e+00	3.3483e+08
7.8436e+00	3.7702e+08
7.9291e+00	4.2539e+08
8.0175e+00	4.8038e+08
8.1125e+00	5.3850e+08
8.2140e+00	6.0624e+08
8.3198e+00	6.8085e+08
8.4334e+00	7.6522e+08
8.5566e+00	8.5911e+08
8.6863e+00	9.6227e+08
8.8182e+00	1.0762e+09
8.9638e+00	1.2048e+09
9.1161e+00	1.3494e+09
9.2726e+00	1.5008e+09
9.4445e+00	1.6754e+09
9.6323e+00	1.8713e+09
9.8214e+00	2.0810e+09
1.0032e+01	2.3222e+09
1.0251e+01	2.5774e+09
1.0491e+01	2.8685e+09
1.0742e+01	3.1823e+09
1.1018e+01	3.5428e+09
1.1319e+01	3.9288e+09
1.1640e+01	4.3607e+09
1.1981e+01	4.8246e+09
1.2347e+01	5.3324e+09
1.2754e+01	5.9070e+09
1.3186e+01	6.5225e+09
1.3684e+01	7.2301e+09
1.4155e+01	7.6378e+09
1.4184e+01	7.9551e+09
1.4187e+01	7.6884e+09
1.4190e+01	7.9576e+09
1.4306e+01	7.8534e+09
1.4489e+01	8.1099e+09
1.4746e+01	8.4676e+09
1.5081e+01	8.9434e+09
1.5494e+01	9.5263e+09
1.5990e+01	1.0234e+10
1.6105e+01	1.0709e+10
1.6586e+01	1.1072e+10
1.7256e+01	1.2022e+10
1.8023e+01	1.3104e+10
1.8145e+01	1.3562e+10
1.8877e+01	1.4288e+10
1.9838e+01	1.5596e+10
2.0352e+01	1.6516e+10
2.0963e+01	1.7105e+10
2.2160e+01	1.8677e+10
2.2673e+01	1.9456e+10
2.3505e+01	2.0396e+10
2.4957e+01	2.2192e+10
2.5159e+01	2.2401e+10
2.6538e+01	2.4102e+10
2.7714e+01	2.5229e+10
2.8263e+01	2.6079e+10
3.0418e+01	2.8022e+10
